Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Collision
81.60238572680574,4,B,D,C,1,53.838588569114,3,C,C,A,1,Нет
54.25086808406295,2,A,B,C,1,48.98854416226148,4,A,C,A,0,Нет
13.892781068496053,2,B,C,D,1,52.44751184721018,2,A,B,D,0,Нет
37.339377155227574,2,D,B,B,1,48.858957981242604,4,D,C,D,0,Нет
77.04834140991893,5,D,A,A,0,32.86447447499838,5,A,D,B,0,Нет
78.87989949812871,2,A,C,A,0,7.196624080696601,4,A,A,A,0,Да
38.37424701999629,2,B,D,A,0,44.84137339200491,1,B,D,A,1,Да
94.13967141243835,2,B,C,C,1,38.81320327419451,3,C,C,B,1,Нет
27.21381647266402,1,C,B,C,1,59.1912728767134,1,A,C,A,0,Нет
83.64910356500323,3,D,B,B,1,9.95588516872441,1,C,A,B,1,Нет
62.952496699178454,3,C,D,A,0,8.269383538061714,1,C,A,B,1,Нет
31.748982285824788,4,C,A,B,0,25.126226037526255,4,C,A,A,0,Да
89.4440906924486,1,D,D,D,1,41.09310579097707,5,A,B,C,0,Нет
40.43449967031159,5,D,C,C,0,91.53147800510511,3,D,A,B,0,Нет
4.1603539532415805,5,C,C,C,0,56.90798624863559,3,A,A,B,0,Нет
85.542046859569,1,B,D,A,1,68.28028714684086,3,B,B,B,1,Нет
17.64298460467366,5,A,B,B,0,79.02823121230811,4,B,A,B,0,Нет
51.964877026389125,3,B,B,D,1,43.49481927069342,4,C,D,C,0,Нет
94.22377987392213,2,C,A,A,1,25.895776111837463,1,A,D,B,0,Нет
2.784794754790698,1,D,A,D,1,26.731602154427303,3,A,A,C,0,Нет
93.97888862690462,3,B,A,C,1,28.594710139344315,3,D,D,C,0,Нет
68.22289769922527,2,A,D,C,1,91.93663207177006,3,D,C,B,0,Нет
79.84673973615001,5,D,C,A,0,80.11863802421442,5,A,A,B,1,Нет
84.25133954997855,3,D,B,D,0,38.640549380444924,1,C,A,B,0,Нет
78.85302257731874,1,B,B,D,1,14.202898575107248,5,C,B,C,1,Нет
55.79937321000117,3,B,A,D,0,10.370541912182919,3,B,B,C,0,Да
36.996282781984554,2,C,D,C,0,4.616906939088928,2,B,C,D,1,Нет
46.80500877150715,1,D,D,C,1,65.34328547580071,4,C,B,C,1,Нет
74.46346430303417,4,B,D,B,1,82.97374410172111,3,A,B,B,1,Нет
32.60060464377644,3,C,A,B,0,94.14771507741209,3,C,C,D,1,Нет
43.40533696981098,3,D,B,B,0,84.10753345286372,4,D,D,D,0,Нет
33.67748458992389,4,D,D,C,1,89.10648589383425,3,A,C,A,0,Нет
70.60090345415378,3,A,A,D,0,31.196813689031,1,D,C,C,1,Нет
91.03630686782168,3,B,B,D,0,53.29500714265445,1,D,A,D,0,Нет
82.11069937175598,5,C,C,B,1,0.11024894157561915,2,B,D,A,1,Нет
92.70157852873876,2,C,C,C,0,96.05355211920369,2,A,B,D,0,Нет
4.284580923474324,1,C,C,D,0,1.2936097179637618,5,B,D,C,0,Нет
11.396396877568227,2,A,B,B,1,41.85086105266609,3,D,C,D,0,Нет
93.58351545604485,3,D,D,B,1,4.752202704454945,4,D,D,D,0,Нет
41.19610445176537,3,A,B,A,0,38.10523550422565,1,B,C,A,0,Нет
58.08914507883204,5,B,D,B,0,60.889522469114965,4,A,C,B,0,Нет
55.48286621964704,3,B,B,B,1,31.972699659016346,1,A,D,B,0,Нет
86.5281687295315,4,D,D,C,1,28.710991570248712,5,C,D,B,1,Нет
20.783853896693227,2,C,B,C,1,12.793242153542527,3,B,D,C,1,Нет
62.76320559941113,5,A,C,D,1,83.99786439864444,2,C,B,B,1,Нет
41.59811799759085,3,B,B,B,1,88.05643193808321,1,B,D,B,0,Нет
76.95391051736158,4,D,D,D,0,91.87480552715037,2,C,B,C,1,Нет
47.50279620398853,5,A,A,C,1,90.23729648710616,3,C,C,B,1,Нет
99.93977526448678,3,D,C,B,1,51.26050076908007,5,A,D,D,0,Нет
86.01877603120364,5,D,B,B,1,78.89832075309627,5,B,C,C,1,Нет
42.682308741875175,1,C,A,D,1,60.5934406456325,3,D,D,A,1,Нет
22.287791550607274,3,C,C,D,0,68.29000874545653,5,B,A,B,0,Нет
8.641265621654181,3,C,A,B,1,85.23728357957465,3,A,A,D,1,Да
54.17444817528811,4,D,D,C,1,86.6520769542856,3,B,A,A,1,Нет
10.521580166975465,1,B,A,C,0,66.14906505371978,4,A,A,B,1,Нет
88.00652456692862,4,C,D,D,0,26.727823646504135,2,D,A,A,0,Нет
89.84033791683487,3,C,D,C,0,51.1841400200317,2,D,B,D,1,Нет
22.582155934513036,1,A,A,B,0,18.783418428627495,5,D,D,C,0,Нет
49.98569585789837,2,A,D,A,0,17.689272910711907,5,B,D,C,1,Нет
9.412843579225406,3,D,C,B,1,33.12557749824876,5,C,C,D,0,Нет
89.37168526041947,5,D,C,A,0,51.222358643492406,2,D,A,D,1,Нет
34.333212266629054,4,A,C,C,0,84.41436589909387,2,A,C,C,0,Да
59.629783347351726,1,C,C,A,0,52.0109327226542,1,D,D,D,1,Нет
92.09802064326142,1,C,D,C,0,2.5354283763243557,5,D,A,C,0,Нет
15.885789781311676,4,C,B,B,0,83.34497261703837,2,C,B,B,1,Да
68.06080053848787,4,C,C,A,1,79.75387405259956,4,B,D,D,1,Нет
43.226432151039994,2,C,B,C,1,54.37498702769753,4,A,A,A,0,Нет
44.93422227502766,5,C,C,C,1,83.25090106384354,5,B,D,D,1,Нет
49.8127595898603,1,D,C,D,1,96.64577470902256,4,A,D,C,1,Нет
84.01556899054894,2,A,D,D,0,45.34981754993539,3,B,C,C,0,Нет
49.251640145027345,2,A,B,B,1,89.09708599652049,3,C,C,A,0,Нет
57.89796751707066,3,D,A,A,1,94.68347024844654,4,D,A,B,0,Нет
78.65028841504996,3,A,D,A,1,28.355392354519747,4,B,D,A,1,Да
25.207636722971138,3,D,B,C,1,1.3393774694969829,4,D,B,A,0,Нет
6.966996495610312,4,C,C,B,1,68.22611698240732,4,A,B,B,0,Нет
14.004892811721358,5,D,D,D,1,11.372118444889058,4,C,D,A,1,Нет
70.41234551980826,1,B,B,A,0,9.335672348061463,4,D,B,D,1,Нет
56.21649833763532,2,B,D,D,1,61.85287957906899,5,A,C,D,0,Нет
37.25134217531555,3,B,C,B,0,98.52087599349959,4,C,C,B,1,Нет
40.121378736975046,3,B,C,D,1,89.31405199381524,1,A,C,C,0,Нет
15.806142611535702,4,C,D,A,1,92.4140805506741,2,B,B,B,0,Нет
36.384530537082505,2,D,B,B,0,12.739268445393638,4,B,D,D,0,Нет
52.907737449993895,4,C,C,D,1,39.02950719641913,3,C,C,C,0,Нет
