Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Collision
1,C,1,42.61658444246119,1,A,2,48.342733800819815,Нет
1,C,1,10.443038781629266,1,B,3,16.092045746836924,Нет
0,D,5,83.15939626276402,1,B,1,12.770652180099429,Нет
0,D,1,72.99230726005395,1,A,5,7.628281972684292,Нет
0,A,2,83.6080069366177,0,A,1,36.96741963997587,Да
0,A,4,80.87457409742234,0,D,4,94.0927704934738,Да
1,B,2,36.26324875795343,0,B,2,91.08820489665344,Да
0,C,2,26.598398723255702,0,B,2,23.34401940870563,Да
0,A,2,55.03161901783926,0,A,2,8.83584441577996,Да
1,B,3,69.96270142114992,0,D,4,3.3996010021160927,Нет
1,B,3,63.46672511094646,0,A,1,20.3830962643303,Нет
0,D,2,89.19379728068336,0,C,3,26.950617770994356,Нет
1,C,4,80.48332421808901,1,C,3,39.97389605893497,Да
0,B,2,70.36109281753508,1,D,1,12.504797074237583,Нет
0,C,3,19.480591132067936,1,D,1,30.301097572775248,Нет
0,B,4,44.08214204266301,0,C,4,67.18866477159887,Да
0,D,4,22.34924849686729,1,D,1,84.36621394772904,Нет
0,C,3,19.896631025736678,1,A,3,94.611489772102,Нет
1,B,3,66.31907041058022,0,B,5,49.03863973385347,Нет
0,D,3,6.157875955756753,0,D,1,27.177444890794344,Да
0,C,3,78.65659959497994,1,D,2,91.2542022810981,Нет
1,C,5,65.75819291775346,0,D,3,42.30526757738278,Нет
1,D,5,72.09822597237667,0,B,1,48.325146166452214,Нет
0,D,2,29.393549180330435,0,C,3,66.20824826879239,Нет
0,B,1,78.58626599526536,1,B,2,86.29724863854157,Нет
0,D,5,40.532798364771075,0,D,4,67.67802106615359,Да
1,C,3,17.840174846148894,0,D,2,50.24607582071544,Нет
0,D,1,59.94780137044712,0,D,3,33.768086539191636,Да
0,D,1,48.44654870695223,1,A,1,51.828556928242755,Нет
1,D,5,30.21125367847818,1,D,2,49.93213020694286,Да
1,C,5,52.40539539667728,1,C,4,60.8904137275904,Да
0,D,5,39.72339279975223,0,A,1,81.86618168880561,Нет
0,A,4,59.66578335906837,1,D,4,75.20329484457416,Нет
1,B,5,56.21327518739522,1,B,2,59.704717369625,Да
1,B,2,6.95804226552228,1,B,1,85.87386743654498,Да
0,C,3,55.64766025599174,1,C,4,81.15194417326012,Нет
0,A,1,13.19080932219492,0,D,2,51.54294342173387,Нет
0,C,3,3.8590907960008636,1,C,4,9.50461983506724,Нет
1,B,5,92.94753128287005,1,A,2,93.90015778819092,Нет
1,A,2,13.196742223537782,0,B,4,88.32726418650238,Нет
1,C,4,93.26822395842508,1,B,3,1.2625777398606486,Нет
0,A,4,48.101427586460396,0,D,1,58.14404069162935,Нет
1,C,4,16.09082623425342,1,B,4,65.60390481389624,Да
0,C,2,18.137417645894892,1,B,2,84.94919867872362,Нет
1,D,1,45.19248990947037,0,C,3,65.79062331540749,Нет
0,D,5,94.69104932940581,0,B,4,58.95059212244045,Нет
0,B,2,71.76667050584265,0,B,4,8.601197723438037,Да
0,B,1,32.96631965214626,1,A,2,20.847646495160177,Нет
0,D,3,23.838437100726694,1,C,4,91.07117094684023,Нет
1,A,3,67.93448848842381,1,D,3,67.53105143197703,Да
1,D,2,60.95009743012403,1,B,1,75.22657359797759,Нет
1,B,4,73.773499828832,0,D,1,89.28227807445904,Нет
0,D,2,55.688330335937074,1,C,3,30.65330055757507,Нет
1,B,5,92.84037607758032,0,C,2,9.055278791922461,Нет
0,D,3,84.488107060583,1,D,1,66.113746094454,Нет
0,C,5,44.4484177704441,0,C,4,98.31311267830733,Да
0,C,5,40.61001174694439,0,C,2,73.27517136234164,Да
1,A,5,23.28615508373275,1,C,1,65.20280878041648,Нет
1,B,3,78.04286268018602,0,C,4,9.652760939316774,Нет
1,A,2,71.34127511012474,1,C,4,4.265660766657442,Нет
0,B,5,87.09814389039306,0,D,5,9.264681916893892,Да
1,C,4,30.690404893757737,1,C,5,15.061084565359973,Да
0,D,5,76.30562424969813,1,D,1,46.285592836321044,Нет
1,A,3,41.085187310077856,0,A,5,52.27845204461171,Нет
0,C,1,47.62924995843104,1,A,1,81.15335545132768,Нет
1,C,2,44.806346739717796,1,A,4,68.49994196787375,Нет
1,B,4,16.567719175127436,1,D,5,75.13940572534928,Нет
1,A,3,72.10247771061398,0,A,3,80.35779079553109,Да
1,B,3,45.73586500074819,1,D,2,71.22734802570365,Нет
1,A,1,93.42064512032997,0,B,3,83.96929278583058,Нет
1,B,3,22.076656436180897,1,A,1,27.436144709230902,Нет
0,B,4,39.20119368956389,0,A,4,84.89444395807489,Да
0,B,3,10.90060329242737,0,D,1,13.180303967508033,Нет
0,B,4,77.10667346073251,0,D,1,18.833748830971807,Нет
0,C,5,22.315181037271582,0,D,4,8.181641650543803,Нет
0,D,5,23.14699992724847,1,D,2,41.975105338224104,Нет
1,D,2,52.916173368882546,1,C,2,74.97429044824365,Да
0,B,5,74.61996617475309,1,C,5,76.57606561264151,Нет
0,C,3,11.947002086350732,1,C,5,18.05297730769765,Нет
0,A,5,36.24272396040432,0,D,5,25.053501167154213,Да
1,A,2,83.1701059761846,1,B,1,44.43269089750256,Нет
1,C,2,5.584842700978232,1,C,2,35.242349451533464,Да
0,A,4,14.189777506913936,0,A,4,23.463525342919155,Да
1,B,4,29.770107389463675,1,D,5,87.76561121688223,Нет
1,D,4,81.91083734632406,1,B,2,48.81655798246924,Нет
1,C,5,27.75118809488658,1,D,3,45.016198155762766,Нет
1,C,2,24.428718004456897,1,D,5,6.7837393136453095,Нет
0,C,2,41.90373650390436,1,B,2,54.00322839535122,Нет
1,D,5,28.842956781055516,1,B,3,14.104883437773951,Нет
0,C,1,79.17605860871694,1,A,2,77.04501636912843,Нет
1,A,2,6.976624802224962,0,B,4,63.11594681826986,Нет
1,B,4,42.949797230281405,0,B,1,2.7772523578702413,Нет
1,B,5,33.53334365161453,1,D,5,16.58004874302117,Да
0,D,1,17.840679412439652,1,A,5,4.621090749902768,Нет
0,B,3,25.58889864469314,1,C,2,93.64080103799134,Нет
1,C,2,65.42936824909829,0,C,2,9.529341925853219,Да
0,B,1,7.7661473311923075,1,C,1,45.684980244852625,Нет
1,B,5,76.22179595892979,1,C,1,78.48997264023573,Нет
0,C,2,44.515822482845834,1,B,3,46.89929637067498,Нет
0,B,5,18.04724855073212,1,C,3,45.884501371302186,Нет
1,C,4,88.14817874751165,1,B,5,50.80214518604195,Нет
0,A,1,20.252258187459937,1,A,4,69.18007684097213,Нет
1,B,4,25.736596273841585,1,B,3,68.08155445271089,Да
1,D,3,38.55792757153144,1,C,4,54.31856834850567,Нет
0,C,2,40.59150543739021,0,C,3,55.88067403075755,Да
0,C,3,68.80588817679192,0,B,1,55.18929740388426,Нет
1,A,4,0.05183616769993682,0,C,3,71.38304059276275,Нет
0,D,2,77.55021682211368,1,A,3,72.23797974378677,Нет
1,B,1,55.69807224000333,1,B,2,42.51361149537814,Да
1,C,4,98.38624439170744,1,B,5,25.552121412293914,Нет
0,A,2,8.515929073483463,1,D,4,0.3448669947415439,Нет
1,D,2,48.812618884055794,0,A,3,13.961245414804413,Нет
0,C,1,31.527100720173664,1,C,4,15.230304917677929,Нет
1,B,4,61.948113741568264,1,D,2,54.74476467277677,Нет
0,B,2,73.50242801683889,1,B,4,93.86717576426314,Нет
1,C,2,5.577279821740266,0,B,5,99.74534912486901,Нет
0,D,1,79.01077691155396,0,B,1,62.45012277473293,Да
1,B,4,15.623584283322911,1,A,4,69.49612844937528,Да
1,D,2,47.66641060502443,1,C,2,2.703497314487846,Да
0,A,2,69.64573895330469,0,B,5,44.164230085838,Нет
0,B,4,90.46867983999917,1,A,1,11.890449471741714,Нет
1,B,2,13.091712873955942,1,B,3,62.73413797114606,Да
0,B,2,91.73703326551932,0,B,5,72.7108222948028,Да
0,D,2,15.11191792195502,0,C,4,50.48174296592509,Нет
0,C,4,92.78684667783794,1,A,2,30.026260274492877,Нет
0,D,5,89.22647554969106,0,A,3,76.08539416291744,Нет
1,B,1,2.6633868752573564,1,B,4,63.134180607683156,Да
0,D,3,54.41886190774405,0,C,1,31.599621197785876,Нет
0,A,5,37.254239755124374,1,A,1,36.658364719465716,Нет
1,A,5,7.4812423945121225,1,C,3,59.66685336600678,Нет
0,D,1,80.6601908848772,1,B,5,56.16967253853752,Нет
0,D,4,25.555561470714807,1,A,1,29.613209182184164,Нет
1,C,3,33.18001076461902,1,C,2,24.20879401517888,Да
1,D,1,70.87415766095867,0,D,5,90.06777109237461,Нет
0,C,5,68.49429469542197,1,D,2,76.62374870199692,Нет
1,A,5,84.47231094266712,1,D,5,74.62054965764489,Да
0,A,3,71.06949935438428,0,A,2,96.3056845387575,Да
0,D,3,4.031591360447829,0,C,4,11.53347643555046,Нет
0,C,5,7.533761782118276,1,C,2,33.37561416687348,Нет
0,C,1,84.45558233325305,0,C,4,25.217420215914675,Да
0,A,1,87.15585075087395,0,C,2,4.692259835473056,Нет
0,C,3,8.467663236093836,0,B,3,86.49445545350716,Да
0,B,5,68.38081181295061,0,D,5,54.23654249986516,Да
1,D,1,23.958907940032358,1,C,3,2.3843212363568234,Нет
0,D,5,62.29911444252559,0,B,2,54.287727948835176,Нет
1,C,4,61.58524037338138,1,B,3,1.7259808102544905,Нет
1,A,1,48.86350521337015,0,D,2,4.499419664424764,Нет
0,C,4,98.12078606017653,0,C,1,73.88790347203935,Да
0,B,3,73.0112946271844,0,D,4,41.0654478580861,Нет
0,B,2,54.401848036891934,0,C,3,60.816906779571234,Нет
0,B,2,61.78201135737164,0,A,4,18.676409047515108,Нет
0,B,5,81.15927390586462,1,C,1,74.33400438800564,Нет
0,A,3,11.31211556186159,0,D,1,54.90080415022271,Нет
1,A,4,5.065850659707927,0,B,2,62.15870267234431,Нет
0,C,1,28.538064204194402,1,B,1,94.93479724658957,Нет
1,C,5,50.917461841852806,1,D,1,59.70577896686194,Нет
0,D,4,1.1879584021717182,0,D,5,32.49559870966983,Да
0,A,1,53.04213750806953,1,A,5,3.5950542362361504,Нет
0,B,1,19.343281203245578,1,D,2,47.06832582245624,Нет
1,B,2,16.05517182181012,0,B,4,21.299692742161547,Нет
0,A,2,25.551237428053142,0,C,4,16.867116030731864,Нет
0,A,5,87.60176981739237,1,A,2,77.48007883347827,Нет
0,A,2,91.8828833533921,0,D,2,37.06849144187664,Да
0,D,1,65.69364749194216,0,D,4,97.32144541456496,Да
1,A,2,11.919692932934256,1,D,4,82.8403803399752,Нет
0,D,2,24.988059957027275,1,C,5,64.85514594674807,Нет
0,D,3,92.84816937050111,0,C,2,2.6341769791984215,Нет
1,B,5,27.786104958995004,0,A,5,77.80740294112115,Нет
1,C,4,8.342787969662558,1,D,4,82.38296951774609,Да
0,C,4,11.751678143490697,0,A,2,79.67361501537798,Нет
0,A,3,27.084024114624118,0,D,1,16.64458194623132,Нет
0,A,2,18.495754413009514,1,D,2,73.83002076263864,Нет
1,D,4,32.70416857983395,0,A,3,0.16697547551848269,Нет
1,D,5,30.271934882911022,0,B,4,52.610365479183265,Нет
0,D,5,81.62965337129638,0,D,4,53.94526495575644,Да
0,D,3,54.96967675991933,0,B,2,7.164107907318817,Нет
1,B,5,57.22710981171713,0,D,1,9.888212279333041,Нет
0,D,4,0.9303749561486052,0,A,5,25.92922865285594,Нет
1,A,5,53.01632710640342,0,D,2,69.91330161024905,Нет
0,A,4,38.900991052806646,0,B,4,55.57187036883013,Да
1,A,1,75.53584070021007,0,B,2,69.48565466774606,Нет
0,A,1,67.40212998126935,1,C,1,84.37549949717693,Нет
1,D,2,35.332568076152846,1,C,4,66.0679731490615,Нет
0,A,2,63.24060292821987,1,B,4,13.469224686459203,Нет
1,A,5,54.35505996604946,0,D,4,27.334208376014367,Нет
1,D,4,41.515053373440146,1,A,5,82.67041004215497,Нет
0,B,1,24.422127768927194,1,A,5,50.911304932151566,Нет
1,C,5,71.24949835050917,1,D,1,39.32460531538787,Нет
1,D,3,12.325479061671862,1,D,4,73.52074229337026,Да
1,B,4,55.77048157696102,0,B,2,65.27535960897534,Нет
1,A,4,75.00933896390963,1,A,4,19.71417571704206,Да
1,D,4,85.65913946665106,0,B,4,77.41115025701039,Нет
