Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj1_Feat12,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Obj2_Feat12,Collision
36.69939522515095,63.430599444624235,C,0,C,2,5,C,0,61.54536513647416,0.6709130783656425,C,70.1407006364142,71.004287830927,A,0,B,2,4,A,1,98.87367936815001,89.61409617242131,A,Нет
94.72548136159573,20.762686909098214,A,0,D,5,5,A,1,62.47841033516169,33.380016353971975,A,74.39408151601162,49.756924594593514,C,1,A,1,1,D,1,27.514507852798843,56.96624858475251,A,Нет
45.71205387695444,98.52801299502248,B,0,D,2,1,A,1,91.03994678394074,4.607548593648369,C,39.08089523026768,73.47252176001636,C,1,A,3,3,B,0,98.17006786040558,83.54781326005904,D,Нет
9.706908871986197,36.68515038619903,D,0,D,3,3,A,1,73.963610961936,70.88547290187961,A,12.968681535849825,40.47921872169644,B,1,C,5,2,D,1,1.3394782920618353,57.37811823433017,C,Нет
27.834290839875663,24.51871197745643,B,1,D,5,3,A,1,6.69878387284043,15.014306305437774,C,41.496543446408516,29.69649589029,C,0,D,2,4,B,1,49.03487965340102,10.30816534491441,B,Нет
74.85342672276522,84.33405801562142,D,0,D,1,1,C,0,60.877731200462414,66.57197641061062,C,0.8364562323232794,16.108507124115444,C,1,B,1,2,D,0,46.32225866930323,5.5120806855715525,C,Нет
67.67862458316753,18.234524176778343,C,1,B,5,4,A,0,11.855104721389475,92.83117845684502,B,34.894921718072126,98.9995368716063,D,0,D,2,4,C,0,12.986381944379144,44.15498847332518,C,Нет
20.50408507311674,51.550475669227524,B,1,B,3,5,A,1,45.277864260515024,99.55767019631972,D,97.02264450312418,12.041664222353454,C,1,C,3,3,A,1,41.256314758841995,3.003428010011544,D,Нет
22.07490670776616,89.4750089966705,B,0,D,4,2,B,1,36.17635194083717,87.39217998732205,C,18.60070688458211,85.14592822041789,C,0,B,1,2,A,0,34.69297162070061,14.029942150185114,C,Нет
44.44323307836342,70.2267160946831,A,1,C,1,5,B,0,74.35549640484821,70.45415339369382,B,38.89409235275453,80.06828421325247,B,0,A,5,3,D,1,47.156912028848964,82.74326931425622,A,Нет
