Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Collision
69.73344106862217,35.14647352994531,0,0,D,A,1,1,A,67.16310520755981,52.04079047300745,14.933557043470035,34.99916733894749,1,0,A,D,4,0,C,28.254348636812143,15.761607323839222,Нет
83.36431316863533,49.86768268643155,0,0,B,A,1,1,B,14.886591778536006,48.214812854827926,1.4551748117614172,38.18292917014744,1,0,C,B,4,0,C,47.24756419577504,51.76080419589324,Нет
99.85377790912585,91.0791816396305,1,1,C,C,1,0,B,3.1824460180475467,39.32262816926237,5.995069034942269,72.55573587349761,0,0,C,D,2,0,A,51.19859994329954,36.28556836472201,Нет
55.91651396532652,89.38529198046187,1,1,A,D,1,1,C,87.68998785762294,45.69359294022599,48.037575707341176,13.282406869815699,0,0,B,B,1,0,C,92.99522263063122,95.84071618657448,Нет
82.40820327117225,55.998560102669515,1,1,C,B,3,1,D,38.97664709340872,0.5325201674091673,15.323449753764107,92.33645324652443,0,0,A,C,1,1,B,54.07997994524373,93.77410514761094,Нет
25.149854946524396,88.50777360221373,1,0,D,D,3,0,A,72.24125633265122,2.32377795186155,32.08330196772248,65.70882577133077,0,0,A,D,4,0,D,58.199508306550776,10.319858156051076,Нет
38.06593376625356,51.63050188305283,0,1,B,B,4,1,B,35.72494386329643,66.49229953713466,33.310526716918396,35.231193404125115,0,0,A,C,1,0,C,25.078509540063408,32.420904705835575,Нет
55.84499551688188,96.87437530125432,1,0,D,B,2,0,A,94.12735015709576,49.95820684583398,13.38674890218272,20.32562577590874,0,0,A,D,1,0,A,72.47069277319515,73.39161987632949,Нет
1.4094266793319266,98.22299977309265,0,0,A,D,4,1,C,20.782488257199105,69.0830698335776,46.723377165711774,98.31032691179335,0,1,A,D,3,1,D,43.213957495707646,89.42792627914457,Нет
6.444716342576928,8.857277399845664,0,1,A,B,1,0,D,87.6614677528013,80.04737326176999,20.550099449372983,67.50661773412497,1,0,C,C,5,1,B,53.42803096370895,67.14640175483586,Нет
41.29728272292515,68.35277131857882,1,1,A,C,5,1,D,20.617977928166688,85.76209638092038,38.058559561064854,35.428838118100835,1,0,B,D,3,1,B,51.891147650162935,57.365919737750794,Нет
28.695864639024936,7.643415097821659,1,1,D,C,1,0,A,15.339301828709463,47.333553606684774,29.622590117871937,25.502356088552535,1,1,C,A,5,0,C,79.48465110063718,50.58734124534049,Нет
61.39967272645105,20.46115534108238,1,0,C,A,2,1,C,81.53094563555504,43.253499508790874,76.18815361581485,83.1771922789247,1,0,D,A,2,0,B,16.53273642042523,70.76296394533858,Нет
22.61079410787209,50.49094086588452,1,0,D,B,1,1,C,56.910562063648065,8.26351646816118,53.178651926779374,68.21804627784235,1,1,B,D,2,0,B,7.873847434528258,64.68312797003807,Нет
36.34905752090495,2.8169286766784762,1,0,C,B,3,0,D,76.7391664941807,91.19338705683332,61.95220226818202,2.871761409584117,1,1,A,A,2,1,A,43.44006727453345,66.25783502966186,Нет
75.76930916957296,23.552349969974394,0,0,B,B,5,0,D,28.082291817062032,84.60781872740925,8.994616745639906,64.53513625579677,0,0,A,C,2,1,D,19.32322184011166,74.88695139474683,Нет
55.250392581428585,18.734215855357416,1,0,A,A,4,1,D,72.93785526473606,50.2588739391881,69.74620590976322,76.15287573473934,1,1,C,A,1,1,D,96.57912962794619,28.50992438138996,Нет
79.7683665421834,42.92446021694213,0,0,A,B,5,0,A,28.466747124869197,45.281760909585046,86.48413768505954,95.4463423803896,1,0,C,A,5,0,A,5.6842503132287,74.57144940786262,Нет
39.315302275708106,50.64955704469908,1,1,B,D,2,0,A,16.370895716497447,87.6535651074995,43.02899085575488,92.17604677063277,1,0,C,C,4,0,A,60.29019349666671,24.432011400370268,Нет
46.40114190091656,69.53599034021461,0,0,D,A,3,0,D,33.80464214200659,89.24288723869832,58.978154127193605,97.79574857613392,0,1,C,A,1,0,A,96.62256118135456,7.951115651584118,Нет
37.36761209053153,31.420127747219095,1,1,C,A,1,0,C,70.2335153672486,0.6461408615684339,17.917632987515354,90.09067215348794,0,1,D,D,3,0,D,26.187859341125307,74.22524277222703,Нет
34.54770087018475,63.25922070970233,1,0,B,D,3,1,A,49.88760189290499,93.01478445801831,30.095149170212785,44.3063857949869,1,0,B,C,5,1,D,4.126774111217046,26.90467523903245,Нет
